2024-02-16 16:07:07,408 [INFO] Loading files..
2024-02-16 16:07:30,260 [DEBUG] networkData is type of <class 'list'>
2024-02-16 16:07:30,276 [INFO] Analyzing files..
2024-02-16 16:07:30,276 [DEBUG] SHOWING LINKS STRUCTURE:
2024-02-16 16:07:30,276 [DEBUG] {frozenset({'switch2', 'switch1'}): {'linkID': 1, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch1'}): {'linkID': 2, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch1', 'switch4'}): {'linkID': 3, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch2'}): {'linkID': 4, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch2', 'switch4'}): {'linkID': 5, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch4'}): {'linkID': 6, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}}
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch2', 'switch1'}):
2024-02-16 16:07:30,276 [INFO] endpoint: switch2
2024-02-16 16:07:30,276 [INFO] endpoint: switch1
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch3', 'switch1'}):
2024-02-16 16:07:30,284 [INFO] endpoint: switch3
2024-02-16 16:07:30,285 [INFO] endpoint: switch1
2024-02-16 16:07:30,286 [INFO] Link ID frozenset({'switch1', 'switch4'}):
2024-02-16 16:07:30,290 [INFO] endpoint: switch1
2024-02-16 16:07:30,291 [INFO] endpoint: switch4
2024-02-16 16:07:30,292 [INFO] Link ID frozenset({'switch3', 'switch2'}):
2024-02-16 16:07:30,294 [INFO] endpoint: switch3
2024-02-16 16:07:30,295 [INFO] endpoint: switch2
2024-02-16 16:07:30,296 [INFO] Link ID frozenset({'switch2', 'switch4'}):
2024-02-16 16:07:30,297 [INFO] endpoint: switch2
2024-02-16 16:07:30,298 [INFO] endpoint: switch4
2024-02-16 16:07:30,300 [INFO] Link ID frozenset({'switch3', 'switch4'}):
2024-02-16 16:07:30,301 [INFO] endpoint: switch3
2024-02-16 16:07:30,302 [INFO] endpoint: switch4
2024-02-16 16:07:30,302 [INFO] Simulation parameters:
2024-02-16 16:07:30,303 [INFO] {'simTime': 60, 'startSimTime': datetime.datetime(2024, 1, 1, 0, 0)}
2024-02-16 16:07:30,304 [DEBUG] ipaddress is type of: <class 'str'>
2024-02-16 16:07:30,304 [INFO] Switches:
2024-02-16 16:07:30,305 [INFO] Switch name:switch1, address:10.0.0.1
2024-02-16 16:07:30,305 [INFO] Switch name:switch2, address:10.0.0.2
2024-02-16 16:07:30,306 [INFO] Switch name:switch3, address:10.0.0.3
2024-02-16 16:07:30,307 [INFO] Switch name:switch4, address:10.0.0.4
2024-02-16 16:07:30,458 [DEBUG] Traffic percetages:
2024-02-16 16:07:30,459 [DEBUG] link: frozenset({'switch2', 'switch1'})
2024-02-16 16:07:32,618 [DEBUG] updateTime: 2024-01-01 00:00:29.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:32,618 [DEBUG] updateTime: 2024-01-01 00:00:29.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:32,619 [DEBUG] updateTime: 2024-01-01 00:00:29.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:32,620 [DEBUG] updateTime: 2024-01-01 00:00:29.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:32,621 [DEBUG] updateTime: 2024-01-01 00:00:30, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:32,621 [DEBUG] updateTime: 2024-01-01 00:00:30.100000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:32,621 [DEBUG] updateTime: 2024-01-01 00:00:30.200000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:32,622 [DEBUG] updateTime: 2024-01-01 00:00:30.300000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:32,622 [DEBUG] updateTime: 2024-01-01 00:00:30.400000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:32,623 [DEBUG] updateTime: 2024-01-01 00:00:30.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:32,623 [DEBUG] updateTime: 2024-01-01 00:00:30.600000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:32,624 [DEBUG] updateTime: 2024-01-01 00:00:30.700000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:32,624 [DEBUG] updateTime: 2024-01-01 00:00:30.800000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:32,625 [DEBUG] updateTime: 2024-01-01 00:00:30.900000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:32,625 [DEBUG] updateTime: 2024-01-01 00:00:31, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,626 [DEBUG] updateTime: 2024-01-01 00:00:31.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,626 [DEBUG] updateTime: 2024-01-01 00:00:31.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,627 [DEBUG] updateTime: 2024-01-01 00:00:31.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,627 [DEBUG] updateTime: 2024-01-01 00:00:31.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,627 [DEBUG] updateTime: 2024-01-01 00:00:31.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,628 [DEBUG] updateTime: 2024-01-01 00:00:31.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,628 [DEBUG] updateTime: 2024-01-01 00:00:31.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,629 [DEBUG] updateTime: 2024-01-01 00:00:31.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,629 [DEBUG] updateTime: 2024-01-01 00:00:31.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,630 [DEBUG] updateTime: 2024-01-01 00:00:32, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,630 [DEBUG] updateTime: 2024-01-01 00:00:32.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,631 [DEBUG] updateTime: 2024-01-01 00:00:32.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,631 [DEBUG] updateTime: 2024-01-01 00:00:32.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,631 [DEBUG] updateTime: 2024-01-01 00:00:32.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,632 [DEBUG] updateTime: 2024-01-01 00:00:32.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,632 [DEBUG] updateTime: 2024-01-01 00:00:32.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,633 [DEBUG] updateTime: 2024-01-01 00:00:32.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,633 [DEBUG] updateTime: 2024-01-01 00:00:32.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,634 [DEBUG] updateTime: 2024-01-01 00:00:32.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,635 [DEBUG] updateTime: 2024-01-01 00:00:33, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,635 [DEBUG] updateTime: 2024-01-01 00:00:33.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,636 [DEBUG] updateTime: 2024-01-01 00:00:33.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,636 [DEBUG] updateTime: 2024-01-01 00:00:33.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,637 [DEBUG] updateTime: 2024-01-01 00:00:33.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,638 [DEBUG] updateTime: 2024-01-01 00:00:33.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,639 [DEBUG] updateTime: 2024-01-01 00:00:33.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,640 [DEBUG] updateTime: 2024-01-01 00:00:33.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,642 [DEBUG] updateTime: 2024-01-01 00:00:33.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,643 [DEBUG] updateTime: 2024-01-01 00:00:33.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,644 [DEBUG] updateTime: 2024-01-01 00:00:34, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:32,646 [DEBUG] updateTime: 2024-01-01 00:00:34.100000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:32,647 [DEBUG] updateTime: 2024-01-01 00:00:34.200000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:32,648 [DEBUG] updateTime: 2024-01-01 00:00:34.300000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:32,649 [DEBUG] updateTime: 2024-01-01 00:00:34.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:32,650 [DEBUG] updateTime: 2024-01-01 00:00:34.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:32,650 [DEBUG] updateTime: 2024-01-01 00:00:34.600000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:32,650 [DEBUG] updateTime: 2024-01-01 00:00:34.700000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:32,650 [DEBUG] updateTime: 2024-01-01 00:00:34.800000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:32,650 [DEBUG] updateTime: 2024-01-01 00:00:34.900000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:32,662 [DEBUG] updateTime: 2024-01-01 00:00:35, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:32,662 [DEBUG] updateTime: 2024-01-01 00:00:35.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:32,663 [DEBUG] updateTime: 2024-01-01 00:00:35.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:32,663 [DEBUG] updateTime: 2024-01-01 00:00:35.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:32,664 [DEBUG] updateTime: 2024-01-01 00:00:35.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:32,664 [DEBUG] updateTime: 2024-01-01 00:00:35.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:32,665 [DEBUG] updateTime: 2024-01-01 00:00:35.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:32,666 [DEBUG] updateTime: 2024-01-01 00:00:35.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:32,666 [DEBUG] updateTime: 2024-01-01 00:00:35.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:32,667 [DEBUG] updateTime: 2024-01-01 00:00:35.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:32,667 [DEBUG] updateTime: 2024-01-01 00:00:36, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:32,668 [DEBUG] updateTime: 2024-01-01 00:00:36.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:32,668 [DEBUG] updateTime: 2024-01-01 00:00:36.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:32,668 [DEBUG] updateTime: 2024-01-01 00:00:36.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:32,669 [DEBUG] updateTime: 2024-01-01 00:00:36.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:32,670 [DEBUG] updateTime: 2024-01-01 00:00:36.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:32,670 [DEBUG] updateTime: 2024-01-01 00:00:36.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:32,670 [DEBUG] updateTime: 2024-01-01 00:00:36.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:32,671 [DEBUG] updateTime: 2024-01-01 00:00:36.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:32,671 [DEBUG] updateTime: 2024-01-01 00:00:36.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:32,672 [DEBUG] updateTime: 2024-01-01 00:00:37, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:32,672 [DEBUG] updateTime: 2024-01-01 00:00:37.100000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:32,673 [DEBUG] updateTime: 2024-01-01 00:00:37.200000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:32,673 [DEBUG] updateTime: 2024-01-01 00:00:37.300000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:32,674 [DEBUG] updateTime: 2024-01-01 00:00:37.400000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:32,674 [DEBUG] updateTime: 2024-01-01 00:00:37.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:32,675 [DEBUG] updateTime: 2024-01-01 00:00:37.600000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:32,675 [DEBUG] updateTime: 2024-01-01 00:00:37.700000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:32,676 [DEBUG] updateTime: 2024-01-01 00:00:37.800000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:32,676 [DEBUG] updateTime: 2024-01-01 00:00:37.900000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:32,676 [DEBUG] updateTime: 2024-01-01 00:00:38, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:32,677 [DEBUG] updateTime: 2024-01-01 00:00:38.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:32,678 [DEBUG] updateTime: 2024-01-01 00:00:38.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:32,678 [DEBUG] updateTime: 2024-01-01 00:00:38.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:32,679 [DEBUG] updateTime: 2024-01-01 00:00:38.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:32,679 [DEBUG] updateTime: 2024-01-01 00:00:38.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:32,679 [DEBUG] updateTime: 2024-01-01 00:00:38.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:32,680 [DEBUG] updateTime: 2024-01-01 00:00:38.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:32,680 [DEBUG] updateTime: 2024-01-01 00:00:38.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:32,681 [DEBUG] updateTime: 2024-01-01 00:00:38.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:32,681 [DEBUG] updateTime: 2024-01-01 00:00:39, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:32,682 [DEBUG] updateTime: 2024-01-01 00:00:39.100000, delta traffic: 387500, percentage: 31.000000 %
2024-02-16 16:07:32,682 [DEBUG] updateTime: 2024-01-01 00:00:39.200000, delta traffic: 400000, percentage: 32.000000 %
2024-02-16 16:07:32,683 [DEBUG] updateTime: 2024-01-01 00:00:39.300000, delta traffic: 412500, percentage: 33.000000 %
2024-02-16 16:07:32,683 [DEBUG] updateTime: 2024-01-01 00:00:39.400000, delta traffic: 425000, percentage: 34.000000 %
2024-02-16 16:07:32,684 [DEBUG] updateTime: 2024-01-01 00:00:39.500000, delta traffic: 437500, percentage: 35.000000 %
2024-02-16 16:07:32,684 [DEBUG] updateTime: 2024-01-01 00:00:39.600000, delta traffic: 450000, percentage: 36.000000 %
2024-02-16 16:07:32,684 [DEBUG] updateTime: 2024-01-01 00:00:39.700000, delta traffic: 462500, percentage: 37.000000 %
2024-02-16 16:07:32,685 [DEBUG] updateTime: 2024-01-01 00:00:39.800000, delta traffic: 475000, percentage: 38.000000 %
2024-02-16 16:07:32,685 [DEBUG] updateTime: 2024-01-01 00:00:39.900000, delta traffic: 487500, percentage: 39.000000 %
2024-02-16 16:07:32,686 [DEBUG] updateTime: 2024-01-01 00:00:40, delta traffic: 500000, percentage: 40.000000 %
2024-02-16 16:07:32,686 [DEBUG] updateTime: 2024-01-01 00:00:40.100000, delta traffic: 512500, percentage: 41.000000 %
2024-02-16 16:07:32,687 [DEBUG] updateTime: 2024-01-01 00:00:40.200000, delta traffic: 525000, percentage: 42.000000 %
2024-02-16 16:07:32,688 [DEBUG] updateTime: 2024-01-01 00:00:40.300000, delta traffic: 537500, percentage: 43.000000 %
2024-02-16 16:07:32,688 [DEBUG] updateTime: 2024-01-01 00:00:40.400000, delta traffic: 550000, percentage: 44.000000 %
2024-02-16 16:07:32,689 [DEBUG] updateTime: 2024-01-01 00:00:40.500000, delta traffic: 562500, percentage: 45.000000 %
2024-02-16 16:07:32,689 [DEBUG] updateTime: 2024-01-01 00:00:40.600000, delta traffic: 575000, percentage: 46.000000 %
2024-02-16 16:07:32,690 [DEBUG] updateTime: 2024-01-01 00:00:40.700000, delta traffic: 587500, percentage: 47.000000 %
2024-02-16 16:07:32,690 [DEBUG] updateTime: 2024-01-01 00:00:40.800000, delta traffic: 600000, percentage: 48.000000 %
2024-02-16 16:07:32,690 [DEBUG] updateTime: 2024-01-01 00:00:40.900000, delta traffic: 612500, percentage: 49.000000 %
2024-02-16 16:07:32,691 [DEBUG] updateTime: 2024-01-01 00:00:41, delta traffic: 625000, percentage: 50.000000 %
2024-02-16 16:07:32,692 [DEBUG] updateTime: 2024-01-01 00:00:41.100000, delta traffic: 637500, percentage: 51.000000 %
2024-02-16 16:07:32,693 [DEBUG] updateTime: 2024-01-01 00:00:41.200000, delta traffic: 650000, percentage: 52.000000 %
2024-02-16 16:07:32,693 [DEBUG] updateTime: 2024-01-01 00:00:41.300000, delta traffic: 662500, percentage: 53.000000 %
2024-02-16 16:07:32,694 [DEBUG] updateTime: 2024-01-01 00:00:41.400000, delta traffic: 675000, percentage: 54.000000 %
2024-02-16 16:07:32,694 [DEBUG] updateTime: 2024-01-01 00:00:41.500000, delta traffic: 687500, percentage: 55.000000 %
2024-02-16 16:07:32,695 [DEBUG] updateTime: 2024-01-01 00:00:41.600000, delta traffic: 700000, percentage: 56.000000 %
2024-02-16 16:07:32,695 [DEBUG] updateTime: 2024-01-01 00:00:41.700000, delta traffic: 712500, percentage: 57.000000 %
2024-02-16 16:07:32,695 [DEBUG] updateTime: 2024-01-01 00:00:41.800000, delta traffic: 725000, percentage: 58.000000 %
2024-02-16 16:07:32,696 [DEBUG] updateTime: 2024-01-01 00:00:41.900000, delta traffic: 737500, percentage: 59.000000 %
2024-02-16 16:07:32,696 [DEBUG] updateTime: 2024-01-01 00:00:42, delta traffic: 750000, percentage: 60.000000 %
2024-02-16 16:07:32,697 [DEBUG] updateTime: 2024-01-01 00:00:42.100000, delta traffic: 762500, percentage: 61.000000 %
2024-02-16 16:07:32,697 [DEBUG] updateTime: 2024-01-01 00:00:42.200000, delta traffic: 775000, percentage: 62.000000 %
2024-02-16 16:07:32,698 [DEBUG] updateTime: 2024-01-01 00:00:42.300000, delta traffic: 787500, percentage: 63.000000 %
2024-02-16 16:07:32,698 [DEBUG] updateTime: 2024-01-01 00:00:42.400000, delta traffic: 800000, percentage: 64.000000 %
2024-02-16 16:07:32,699 [DEBUG] updateTime: 2024-01-01 00:00:42.500000, delta traffic: 812500, percentage: 65.000000 %
2024-02-16 16:07:32,699 [DEBUG] updateTime: 2024-01-01 00:00:42.600000, delta traffic: 825000, percentage: 66.000000 %
2024-02-16 16:07:32,700 [DEBUG] updateTime: 2024-01-01 00:00:42.700000, delta traffic: 837500, percentage: 67.000000 %
2024-02-16 16:07:32,700 [DEBUG] updateTime: 2024-01-01 00:00:42.800000, delta traffic: 850000, percentage: 68.000000 %
2024-02-16 16:07:32,700 [DEBUG] updateTime: 2024-01-01 00:00:42.900000, delta traffic: 862500, percentage: 69.000000 %
2024-02-16 16:07:32,701 [DEBUG] updateTime: 2024-01-01 00:00:43, delta traffic: 875000, percentage: 70.000000 %
2024-02-16 16:07:32,701 [DEBUG] updateTime: 2024-01-01 00:00:43.100000, delta traffic: 887500, percentage: 71.000000 %
2024-02-16 16:07:32,702 [DEBUG] updateTime: 2024-01-01 00:00:43.200000, delta traffic: 900000, percentage: 72.000000 %
2024-02-16 16:07:32,702 [DEBUG] updateTime: 2024-01-01 00:00:43.300000, delta traffic: 912500, percentage: 73.000000 %
2024-02-16 16:07:32,703 [DEBUG] updateTime: 2024-01-01 00:00:43.400000, delta traffic: 925000, percentage: 74.000000 %
2024-02-16 16:07:32,703 [DEBUG] updateTime: 2024-01-01 00:00:43.500000, delta traffic: 937500, percentage: 75.000000 %
2024-02-16 16:07:32,704 [DEBUG] updateTime: 2024-01-01 00:00:43.600000, delta traffic: 950000, percentage: 76.000000 %
2024-02-16 16:07:32,704 [DEBUG] updateTime: 2024-01-01 00:00:43.700000, delta traffic: 962500, percentage: 77.000000 %
2024-02-16 16:07:32,705 [DEBUG] updateTime: 2024-01-01 00:00:43.800000, delta traffic: 975000, percentage: 78.000000 %
2024-02-16 16:07:32,705 [DEBUG] updateTime: 2024-01-01 00:00:43.900000, delta traffic: 987500, percentage: 79.000000 %
2024-02-16 16:07:32,706 [DEBUG] updateTime: 2024-01-01 00:00:44, delta traffic: 1000000, percentage: 80.000000 %
2024-02-16 16:07:32,706 [DEBUG] updateTime: 2024-01-01 00:00:44.100000, delta traffic: 1012500, percentage: 81.000000 %
2024-02-16 16:07:32,706 [DEBUG] updateTime: 2024-01-01 00:00:44.200000, delta traffic: 1025000, percentage: 82.000000 %
2024-02-16 16:07:32,708 [DEBUG] updateTime: 2024-01-01 00:00:44.300000, delta traffic: 1037500, percentage: 83.000000 %
2024-02-16 16:07:32,708 [DEBUG] updateTime: 2024-01-01 00:00:44.400000, delta traffic: 1050000, percentage: 84.000000 %
2024-02-16 16:07:32,709 [DEBUG] updateTime: 2024-01-01 00:00:44.500000, delta traffic: 1062500, percentage: 85.000000 %
2024-02-16 16:07:32,709 [DEBUG] updateTime: 2024-01-01 00:00:44.600000, delta traffic: 1075000, percentage: 86.000000 %
2024-02-16 16:07:32,709 [DEBUG] updateTime: 2024-01-01 00:00:44.700000, delta traffic: 1087500, percentage: 87.000000 %
2024-02-16 16:07:32,710 [DEBUG] updateTime: 2024-01-01 00:00:44.800000, delta traffic: 1100000, percentage: 88.000000 %
2024-02-16 16:07:32,711 [DEBUG] updateTime: 2024-01-01 00:00:44.900000, delta traffic: 1112500, percentage: 89.000000 %
2024-02-16 16:07:32,711 [DEBUG] updateTime: 2024-01-01 00:00:45, delta traffic: 1125000, percentage: 90.000000 %
2024-02-16 16:07:32,712 [DEBUG] updateTime: 2024-01-01 00:00:45.100000, delta traffic: 1112500, percentage: 89.000000 %
2024-02-16 16:07:32,712 [DEBUG] updateTime: 2024-01-01 00:00:45.200000, delta traffic: 1100000, percentage: 88.000000 %
2024-02-16 16:07:32,713 [DEBUG] updateTime: 2024-01-01 00:00:45.300000, delta traffic: 1087500, percentage: 87.000000 %
2024-02-16 16:07:32,714 [DEBUG] updateTime: 2024-01-01 00:00:45.400000, delta traffic: 1075000, percentage: 86.000000 %
2024-02-16 16:07:32,715 [DEBUG] updateTime: 2024-01-01 00:00:45.500000, delta traffic: 1062500, percentage: 85.000000 %
2024-02-16 16:07:32,717 [DEBUG] updateTime: 2024-01-01 00:00:45.600000, delta traffic: 1050000, percentage: 84.000000 %
2024-02-16 16:07:32,718 [DEBUG] updateTime: 2024-01-01 00:00:45.700000, delta traffic: 1037500, percentage: 83.000000 %
2024-02-16 16:07:32,721 [DEBUG] updateTime: 2024-01-01 00:00:45.800000, delta traffic: 1025000, percentage: 82.000000 %
2024-02-16 16:07:32,722 [DEBUG] updateTime: 2024-01-01 00:00:45.900000, delta traffic: 1012500, percentage: 81.000000 %
2024-02-16 16:07:32,723 [DEBUG] updateTime: 2024-01-01 00:00:46, delta traffic: 1000000, percentage: 80.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.100000, delta traffic: 987500, percentage: 79.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.200000, delta traffic: 975000, percentage: 78.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.300000, delta traffic: 962500, percentage: 77.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.400000, delta traffic: 950000, percentage: 76.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.500000, delta traffic: 937500, percentage: 75.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.600000, delta traffic: 925000, percentage: 74.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.700000, delta traffic: 912500, percentage: 73.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.800000, delta traffic: 900000, percentage: 72.000000 %
2024-02-16 16:07:32,725 [DEBUG] updateTime: 2024-01-01 00:00:46.900000, delta traffic: 887500, percentage: 71.000000 %
2024-02-16 16:07:32,734 [DEBUG] updateTime: 2024-01-01 00:00:47, delta traffic: 875000, percentage: 70.000000 %
2024-02-16 16:07:32,735 [DEBUG] updateTime: 2024-01-01 00:00:47.100000, delta traffic: 887500, percentage: 71.000000 %
2024-02-16 16:07:32,735 [DEBUG] updateTime: 2024-01-01 00:00:47.200000, delta traffic: 900000, percentage: 72.000000 %
2024-02-16 16:07:32,736 [DEBUG] updateTime: 2024-01-01 00:00:47.300000, delta traffic: 912500, percentage: 73.000000 %
2024-02-16 16:07:32,736 [DEBUG] updateTime: 2024-01-01 00:00:47.400000, delta traffic: 925000, percentage: 74.000000 %
2024-02-16 16:07:32,737 [DEBUG] updateTime: 2024-01-01 00:00:47.500000, delta traffic: 937500, percentage: 75.000000 %
2024-02-16 16:07:32,737 [DEBUG] updateTime: 2024-01-01 00:00:47.600000, delta traffic: 950000, percentage: 76.000000 %
2024-02-16 16:07:32,738 [DEBUG] updateTime: 2024-01-01 00:00:47.700000, delta traffic: 962500, percentage: 77.000000 %
2024-02-16 16:07:32,739 [DEBUG] updateTime: 2024-01-01 00:00:47.800000, delta traffic: 975000, percentage: 78.000000 %
2024-02-16 16:07:32,740 [DEBUG] updateTime: 2024-01-01 00:00:47.900000, delta traffic: 987500, percentage: 79.000000 %
2024-02-16 16:07:32,740 [DEBUG] updateTime: 2024-01-01 00:00:48, delta traffic: 1000000, percentage: 80.000000 %
2024-02-16 16:07:32,741 [DEBUG] updateTime: 2024-01-01 00:00:48.100000, delta traffic: 987500, percentage: 79.000000 %
2024-02-16 16:07:32,741 [DEBUG] updateTime: 2024-01-01 00:00:48.200000, delta traffic: 975000, percentage: 78.000000 %
2024-02-16 16:07:32,741 [DEBUG] updateTime: 2024-01-01 00:00:48.300000, delta traffic: 962500, percentage: 77.000000 %
