2024-02-16 16:07:07,408 [INFO] Loading files..
2024-02-16 16:07:30,260 [DEBUG] networkData is type of <class 'list'>
2024-02-16 16:07:30,276 [INFO] Analyzing files..
2024-02-16 16:07:30,276 [DEBUG] SHOWING LINKS STRUCTURE:
2024-02-16 16:07:30,276 [DEBUG] {frozenset({'switch2', 'switch1'}): {'linkID': 1, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch1'}): {'linkID': 2, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch1', 'switch4'}): {'linkID': 3, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch2'}): {'linkID': 4, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch2', 'switch4'}): {'linkID': 5, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch4'}): {'linkID': 6, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}}
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch2', 'switch1'}):
2024-02-16 16:07:30,276 [INFO] endpoint: switch2
2024-02-16 16:07:30,276 [INFO] endpoint: switch1
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch3', 'switch1'}):
2024-02-16 16:07:30,284 [INFO] endpoint: switch3
2024-02-16 16:07:30,285 [INFO] endpoint: switch1
2024-02-16 16:07:30,286 [INFO] Link ID frozenset({'switch1', 'switch4'}):
2024-02-16 16:07:30,290 [INFO] endpoint: switch1
2024-02-16 16:07:30,291 [INFO] endpoint: switch4
2024-02-16 16:07:30,292 [INFO] Link ID frozenset({'switch3', 'switch2'}):
2024-02-16 16:07:30,294 [INFO] endpoint: switch3
2024-02-16 16:07:30,295 [INFO] endpoint: switch2
2024-02-16 16:07:30,296 [INFO] Link ID frozenset({'switch2', 'switch4'}):
2024-02-16 16:07:30,297 [INFO] endpoint: switch2
2024-02-16 16:07:30,298 [INFO] endpoint: switch4
2024-02-16 16:07:30,300 [INFO] Link ID frozenset({'switch3', 'switch4'}):
2024-02-16 16:07:30,301 [INFO] endpoint: switch3
2024-02-16 16:07:30,302 [INFO] endpoint: switch4
2024-02-16 16:07:30,302 [INFO] Simulation parameters:
2024-02-16 16:07:30,303 [INFO] {'simTime': 60, 'startSimTime': datetime.datetime(2024, 1, 1, 0, 0)}
2024-02-16 16:07:30,304 [DEBUG] ipaddress is type of: <class 'str'>
2024-02-16 16:07:30,304 [INFO] Switches:
2024-02-16 16:07:30,305 [INFO] Switch name:switch1, address:10.0.0.1
2024-02-16 16:07:30,305 [INFO] Switch name:switch2, address:10.0.0.2
2024-02-16 16:07:30,306 [INFO] Switch name:switch3, address:10.0.0.3
2024-02-16 16:07:30,307 [INFO] Switch name:switch4, address:10.0.0.4
2024-02-16 16:07:30,458 [DEBUG] Traffic percetages:
2024-02-16 16:07:30,459 [DEBUG] link: frozenset({'switch2', 'switch1'})
2024-02-16 16:07:31,815 [DEBUG] updateTime: 2024-01-01 00:00:50.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,816 [DEBUG] updateTime: 2024-01-01 00:00:50.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,816 [DEBUG] updateTime: 2024-01-01 00:00:50.600000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,817 [DEBUG] updateTime: 2024-01-01 00:00:50.700000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,817 [DEBUG] updateTime: 2024-01-01 00:00:50.800000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,818 [DEBUG] updateTime: 2024-01-01 00:00:50.900000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,818 [DEBUG] updateTime: 2024-01-01 00:00:51, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,818 [DEBUG] updateTime: 2024-01-01 00:00:51.100000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,819 [DEBUG] updateTime: 2024-01-01 00:00:51.200000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,820 [DEBUG] updateTime: 2024-01-01 00:00:51.300000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,820 [DEBUG] updateTime: 2024-01-01 00:00:51.400000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,821 [DEBUG] updateTime: 2024-01-01 00:00:51.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,821 [DEBUG] updateTime: 2024-01-01 00:00:51.600000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,822 [DEBUG] updateTime: 2024-01-01 00:00:51.700000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,822 [DEBUG] updateTime: 2024-01-01 00:00:51.800000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,822 [DEBUG] updateTime: 2024-01-01 00:00:51.900000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,823 [DEBUG] updateTime: 2024-01-01 00:00:52, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,823 [DEBUG] updateTime: 2024-01-01 00:00:52.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,824 [DEBUG] updateTime: 2024-01-01 00:00:52.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,824 [DEBUG] updateTime: 2024-01-01 00:00:52.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,825 [DEBUG] updateTime: 2024-01-01 00:00:52.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,825 [DEBUG] updateTime: 2024-01-01 00:00:52.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,826 [DEBUG] updateTime: 2024-01-01 00:00:52.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,827 [DEBUG] updateTime: 2024-01-01 00:00:52.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,827 [DEBUG] updateTime: 2024-01-01 00:00:52.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,830 [DEBUG] updateTime: 2024-01-01 00:00:52.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,832 [DEBUG] updateTime: 2024-01-01 00:00:53, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,833 [DEBUG] updateTime: 2024-01-01 00:00:53.100000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,834 [DEBUG] updateTime: 2024-01-01 00:00:53.200000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,834 [DEBUG] updateTime: 2024-01-01 00:00:53.300000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,836 [DEBUG] updateTime: 2024-01-01 00:00:53.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,836 [DEBUG] updateTime: 2024-01-01 00:00:53.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,837 [DEBUG] updateTime: 2024-01-01 00:00:53.600000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:53.700000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:53.800000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:53.900000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:54, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:54.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:54.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:54.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:54.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:31,838 [DEBUG] updateTime: 2024-01-01 00:00:54.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:31,847 [DEBUG] updateTime: 2024-01-01 00:00:54.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:31,847 [DEBUG] updateTime: 2024-01-01 00:00:54.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:31,848 [DEBUG] updateTime: 2024-01-01 00:00:54.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:31,848 [DEBUG] updateTime: 2024-01-01 00:00:54.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:31,848 [DEBUG] updateTime: 2024-01-01 00:00:55, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:31,849 [DEBUG] updateTime: 2024-01-01 00:00:55.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:31,850 [DEBUG] updateTime: 2024-01-01 00:00:55.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:31,850 [DEBUG] updateTime: 2024-01-01 00:00:55.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:31,851 [DEBUG] updateTime: 2024-01-01 00:00:55.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:31,851 [DEBUG] updateTime: 2024-01-01 00:00:55.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:31,852 [DEBUG] updateTime: 2024-01-01 00:00:55.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:31,852 [DEBUG] updateTime: 2024-01-01 00:00:55.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:31,853 [DEBUG] updateTime: 2024-01-01 00:00:55.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:31,857 [DEBUG] updateTime: 2024-01-01 00:00:55.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:31,858 [DEBUG] updateTime: 2024-01-01 00:00:56, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:31,860 [DEBUG] updateTime: 2024-01-01 00:00:56.100000, delta traffic: 387500, percentage: 31.000000 %
2024-02-16 16:07:31,861 [DEBUG] updateTime: 2024-01-01 00:00:56.200000, delta traffic: 400000, percentage: 32.000000 %
2024-02-16 16:07:31,862 [DEBUG] updateTime: 2024-01-01 00:00:56.300000, delta traffic: 412500, percentage: 33.000000 %
2024-02-16 16:07:31,863 [DEBUG] updateTime: 2024-01-01 00:00:56.400000, delta traffic: 425000, percentage: 34.000000 %
2024-02-16 16:07:31,864 [DEBUG] updateTime: 2024-01-01 00:00:56.500000, delta traffic: 437500, percentage: 35.000000 %
2024-02-16 16:07:31,865 [DEBUG] updateTime: 2024-01-01 00:00:56.600000, delta traffic: 450000, percentage: 36.000000 %
2024-02-16 16:07:31,866 [DEBUG] updateTime: 2024-01-01 00:00:56.700000, delta traffic: 462500, percentage: 37.000000 %
2024-02-16 16:07:31,866 [DEBUG] updateTime: 2024-01-01 00:00:56.800000, delta traffic: 475000, percentage: 38.000000 %
2024-02-16 16:07:31,867 [DEBUG] updateTime: 2024-01-01 00:00:56.900000, delta traffic: 487500, percentage: 39.000000 %
2024-02-16 16:07:31,867 [DEBUG] updateTime: 2024-01-01 00:00:57, delta traffic: 500000, percentage: 40.000000 %
2024-02-16 16:07:31,868 [DEBUG] updateTime: 2024-01-01 00:00:57.100000, delta traffic: 512500, percentage: 41.000000 %
2024-02-16 16:07:31,868 [DEBUG] updateTime: 2024-01-01 00:00:57.200000, delta traffic: 525000, percentage: 42.000000 %
2024-02-16 16:07:31,869 [DEBUG] updateTime: 2024-01-01 00:00:57.300000, delta traffic: 537500, percentage: 43.000000 %
2024-02-16 16:07:31,869 [DEBUG] updateTime: 2024-01-01 00:00:57.400000, delta traffic: 550000, percentage: 44.000000 %
2024-02-16 16:07:31,870 [DEBUG] updateTime: 2024-01-01 00:00:57.500000, delta traffic: 562500, percentage: 45.000000 %
2024-02-16 16:07:31,871 [DEBUG] updateTime: 2024-01-01 00:00:57.600000, delta traffic: 575000, percentage: 46.000000 %
2024-02-16 16:07:31,871 [DEBUG] updateTime: 2024-01-01 00:00:57.700000, delta traffic: 587500, percentage: 47.000000 %
2024-02-16 16:07:31,872 [DEBUG] updateTime: 2024-01-01 00:00:57.800000, delta traffic: 600000, percentage: 48.000000 %
2024-02-16 16:07:31,872 [DEBUG] updateTime: 2024-01-01 00:00:57.900000, delta traffic: 612500, percentage: 49.000000 %
2024-02-16 16:07:31,872 [DEBUG] updateTime: 2024-01-01 00:00:58, delta traffic: 625000, percentage: 50.000000 %
2024-02-16 16:07:31,873 [DEBUG] updateTime: 2024-01-01 00:00:58.100000, delta traffic: 637500, percentage: 51.000000 %
2024-02-16 16:07:31,873 [DEBUG] updateTime: 2024-01-01 00:00:58.200000, delta traffic: 650000, percentage: 52.000000 %
2024-02-16 16:07:31,874 [DEBUG] updateTime: 2024-01-01 00:00:58.300000, delta traffic: 662500, percentage: 53.000000 %
2024-02-16 16:07:31,874 [DEBUG] updateTime: 2024-01-01 00:00:58.400000, delta traffic: 675000, percentage: 54.000000 %
2024-02-16 16:07:31,875 [DEBUG] updateTime: 2024-01-01 00:00:58.500000, delta traffic: 687500, percentage: 55.000000 %
2024-02-16 16:07:31,875 [DEBUG] updateTime: 2024-01-01 00:00:58.600000, delta traffic: 700000, percentage: 56.000000 %
2024-02-16 16:07:31,876 [DEBUG] updateTime: 2024-01-01 00:00:58.700000, delta traffic: 712500, percentage: 57.000000 %
2024-02-16 16:07:31,876 [DEBUG] updateTime: 2024-01-01 00:00:58.800000, delta traffic: 725000, percentage: 58.000000 %
2024-02-16 16:07:31,876 [DEBUG] updateTime: 2024-01-01 00:00:58.900000, delta traffic: 737500, percentage: 59.000000 %
2024-02-16 16:07:31,877 [DEBUG] updateTime: 2024-01-01 00:00:59, delta traffic: 750000, percentage: 60.000000 %
2024-02-16 16:07:31,877 [DEBUG] updateTime: 2024-01-01 00:00:59.100000, delta traffic: 737500, percentage: 59.000000 %
2024-02-16 16:07:31,878 [DEBUG] updateTime: 2024-01-01 00:00:59.200000, delta traffic: 725000, percentage: 58.000000 %
2024-02-16 16:07:31,878 [DEBUG] updateTime: 2024-01-01 00:00:59.300000, delta traffic: 712500, percentage: 57.000000 %
2024-02-16 16:07:31,878 [DEBUG] updateTime: 2024-01-01 00:00:59.400000, delta traffic: 700000, percentage: 56.000000 %
2024-02-16 16:07:31,879 [DEBUG] updateTime: 2024-01-01 00:00:59.500000, delta traffic: 687500, percentage: 55.000000 %
2024-02-16 16:07:31,879 [DEBUG] updateTime: 2024-01-01 00:00:59.600000, delta traffic: 675000, percentage: 54.000000 %
2024-02-16 16:07:31,880 [DEBUG] updateTime: 2024-01-01 00:00:59.700000, delta traffic: 662500, percentage: 53.000000 %
2024-02-16 16:07:31,880 [DEBUG] updateTime: 2024-01-01 00:00:59.800000, delta traffic: 650000, percentage: 52.000000 %
2024-02-16 16:07:31,881 [DEBUG] updateTime: 2024-01-01 00:00:59.900000, delta traffic: 637500, percentage: 51.000000 %
2024-02-16 16:07:31,881 [DEBUG] updateTime: 2024-01-01 00:01:00, delta traffic: 625000, percentage: 50.000000 %
2024-02-16 16:07:31,881 [DEBUG] link: frozenset({'switch3', 'switch2'})
2024-02-16 16:07:31,882 [DEBUG] updateTime: 2024-01-01 00:00:01, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,882 [DEBUG] updateTime: 2024-01-01 00:00:01.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,883 [DEBUG] updateTime: 2024-01-01 00:00:01.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,883 [DEBUG] updateTime: 2024-01-01 00:00:01.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,883 [DEBUG] updateTime: 2024-01-01 00:00:01.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,884 [DEBUG] updateTime: 2024-01-01 00:00:01.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,885 [DEBUG] updateTime: 2024-01-01 00:00:01.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,885 [DEBUG] updateTime: 2024-01-01 00:00:01.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,887 [DEBUG] updateTime: 2024-01-01 00:00:01.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,888 [DEBUG] updateTime: 2024-01-01 00:00:01.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,888 [DEBUG] updateTime: 2024-01-01 00:00:02, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,889 [DEBUG] updateTime: 2024-01-01 00:00:02.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,889 [DEBUG] updateTime: 2024-01-01 00:00:02.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,889 [DEBUG] updateTime: 2024-01-01 00:00:02.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,890 [DEBUG] updateTime: 2024-01-01 00:00:02.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,890 [DEBUG] updateTime: 2024-01-01 00:00:02.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,891 [DEBUG] updateTime: 2024-01-01 00:00:02.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,891 [DEBUG] updateTime: 2024-01-01 00:00:02.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,892 [DEBUG] updateTime: 2024-01-01 00:00:02.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,892 [DEBUG] updateTime: 2024-01-01 00:00:02.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,892 [DEBUG] updateTime: 2024-01-01 00:00:03, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,893 [DEBUG] updateTime: 2024-01-01 00:00:03.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,893 [DEBUG] updateTime: 2024-01-01 00:00:03.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,894 [DEBUG] updateTime: 2024-01-01 00:00:03.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,895 [DEBUG] updateTime: 2024-01-01 00:00:03.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,896 [DEBUG] updateTime: 2024-01-01 00:00:03.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,896 [DEBUG] updateTime: 2024-01-01 00:00:03.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,897 [DEBUG] updateTime: 2024-01-01 00:00:03.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,897 [DEBUG] updateTime: 2024-01-01 00:00:03.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,898 [DEBUG] updateTime: 2024-01-01 00:00:03.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,898 [DEBUG] updateTime: 2024-01-01 00:00:04, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,898 [DEBUG] updateTime: 2024-01-01 00:00:04.100000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,899 [DEBUG] updateTime: 2024-01-01 00:00:04.200000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,899 [DEBUG] updateTime: 2024-01-01 00:00:04.300000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,900 [DEBUG] updateTime: 2024-01-01 00:00:04.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,900 [DEBUG] updateTime: 2024-01-01 00:00:04.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,900 [DEBUG] updateTime: 2024-01-01 00:00:04.600000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,901 [DEBUG] updateTime: 2024-01-01 00:00:04.700000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,901 [DEBUG] updateTime: 2024-01-01 00:00:04.800000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,902 [DEBUG] updateTime: 2024-01-01 00:00:04.900000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,903 [DEBUG] updateTime: 2024-01-01 00:00:05, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:31,903 [DEBUG] updateTime: 2024-01-01 00:00:05.100000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:31,904 [DEBUG] updateTime: 2024-01-01 00:00:05.200000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:31,904 [DEBUG] updateTime: 2024-01-01 00:00:05.300000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:31,905 [DEBUG] updateTime: 2024-01-01 00:00:05.400000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:31,906 [DEBUG] updateTime: 2024-01-01 00:00:05.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:31,906 [DEBUG] updateTime: 2024-01-01 00:00:05.600000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:31,907 [DEBUG] updateTime: 2024-01-01 00:00:05.700000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:31,907 [DEBUG] updateTime: 2024-01-01 00:00:05.800000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:31,908 [DEBUG] updateTime: 2024-01-01 00:00:05.900000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:31,910 [DEBUG] updateTime: 2024-01-01 00:00:06, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,911 [DEBUG] updateTime: 2024-01-01 00:00:06.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,912 [DEBUG] updateTime: 2024-01-01 00:00:06.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,913 [DEBUG] updateTime: 2024-01-01 00:00:06.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,915 [DEBUG] updateTime: 2024-01-01 00:00:06.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,915 [DEBUG] updateTime: 2024-01-01 00:00:06.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,916 [DEBUG] updateTime: 2024-01-01 00:00:06.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:06.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:06.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:06.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,918 [DEBUG] updateTime: 2024-01-01 00:00:07.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,926 [DEBUG] updateTime: 2024-01-01 00:00:07.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,927 [DEBUG] updateTime: 2024-01-01 00:00:08, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,927 [DEBUG] updateTime: 2024-01-01 00:00:08.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,928 [DEBUG] updateTime: 2024-01-01 00:00:08.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,928 [DEBUG] updateTime: 2024-01-01 00:00:08.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,929 [DEBUG] updateTime: 2024-01-01 00:00:08.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,929 [DEBUG] updateTime: 2024-01-01 00:00:08.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,930 [DEBUG] updateTime: 2024-01-01 00:00:08.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,930 [DEBUG] updateTime: 2024-01-01 00:00:08.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,931 [DEBUG] updateTime: 2024-01-01 00:00:08.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,931 [DEBUG] updateTime: 2024-01-01 00:00:08.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,932 [DEBUG] updateTime: 2024-01-01 00:00:09, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,933 [DEBUG] updateTime: 2024-01-01 00:00:09.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,933 [DEBUG] updateTime: 2024-01-01 00:00:09.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,934 [DEBUG] updateTime: 2024-01-01 00:00:09.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,934 [DEBUG] updateTime: 2024-01-01 00:00:09.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,935 [DEBUG] updateTime: 2024-01-01 00:00:09.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,935 [DEBUG] updateTime: 2024-01-01 00:00:09.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,936 [DEBUG] updateTime: 2024-01-01 00:00:09.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,938 [DEBUG] updateTime: 2024-01-01 00:00:09.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,938 [DEBUG] updateTime: 2024-01-01 00:00:09.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:31,938 [DEBUG] updateTime: 2024-01-01 00:00:10, delta traffic: 0, percentage: 0.000000 %
